学科门类代码,学科门类,专业类代码,专业类,专业代码,专业名称,是否特设专业,是否国家控制布点专业,特殊标识,学位授予说明,专业介绍
5,文学,502,外国语言文学类,50219,僧伽罗语,,,,,"培养目标：培养具有扎实的僧伽罗语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握僧伽罗语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握僧伽罗语的研究方法；了解僧伽罗语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、僧伽罗语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50220,泰语,,,,,"培养目标：培养具有扎实的泰语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握泰语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握泰语的研究方法；了解泰语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、泰语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50221,乌尔都语,,,,,"培养目标：培养具有扎实的乌尔都语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握乌尔都语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握乌尔都语的研究方法；了解乌尔都语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、乌尔都语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50222,希伯来语,,,,,"培养目标：培养具有扎实的希伯来语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握希伯来语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握希伯来语的研究方法；了解希伯来语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、希伯来语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50223,越南语,,,,,"培养目标：培养具有扎实的越南语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握越南语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握越南语的研究方法；了解越南语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、越南语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50224,豪萨语,,,,,"培养目标：培养具有扎实的豪萨语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握豪萨语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握豪萨语的研究方法；了解豪萨语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、豪萨语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50225,斯瓦希里语,,,,,"培养目标：培养具有扎实的斯瓦希里语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握斯瓦希里语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握斯瓦希里语的研究方法；了解斯瓦希里语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、斯瓦希里语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50226,阿尔巴尼亚语,,,,,"培养目标：培养具有扎实的阿尔巴尼亚语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握阿尔巴尼亚语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握阿尔巴尼亚语的研究方法；了解阿尔巴尼亚语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、阿尔巴尼亚语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50227,保加利亚语,,,,,"培养目标：培养具有扎实的保加利亚语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握保加利亚语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握保加利亚语的研究方法；了解保加利亚语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、保加利亚语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50228,波兰语,,,,,"培养目标：培养具有扎实的波兰语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握波兰语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握波兰语的研究方法；了解波兰语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、波兰语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50229,捷克语,,,,,"培养目标：培养具有扎实的捷克语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握捷克语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握捷克语的研究方法；了解捷克语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、捷克语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50230,斯洛伐克语,,,,,"培养目标：培养具有扎实的斯洛伐克语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握斯洛伐克语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握斯洛伐克语的研究方法；了解斯洛伐克语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、斯洛伐克语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50231,罗马尼亚语,,,,,"培养目标：培养具有扎实的罗马尼亚语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握罗马尼亚语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握罗马尼亚语的研究方法；了解罗马尼亚语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、罗马尼亚语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50232,葡萄牙语,,,,,"培养目标：培养具有扎实的葡萄牙语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握葡萄牙语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握葡萄牙语的研究方法；了解葡萄牙语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、葡萄牙语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50233,瑞典语,,,,,"培养目标：培养具有扎实的瑞典语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握瑞典语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握瑞典语的研究方法；了解瑞典语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、瑞典语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50234,塞尔维亚语,,,,,"培养目标：培养具有扎实的塞尔维亚语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握塞尔维亚语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握塞尔维亚语的研究方法；了解塞尔维亚语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、塞尔维亚语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50235,土耳其语,,,,,"培养目标：培养具有扎实的土耳其语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握土耳其语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握土耳其语的研究方法；了解土耳其语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、土耳其语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50236,希腊语,,,,,"培养目标：培养具有扎实的希腊语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握希腊语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握希腊语的研究方法；了解希腊语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、希腊语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50237,匈牙利语,,,,,"培养目标：培养具有扎实的匈牙利语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握匈牙利语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握匈牙利语的研究方法；了解匈牙利语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、匈牙利语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50238,意大利语,,,,,"培养目标：培养具有扎实的意大利语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握意大利语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握意大利语的研究方法；了解意大利语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、意大利语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50239,泰米尔语,,,,,"培养目标：培养具有扎实的泰米尔语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握泰米尔语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握泰米尔语的研究方法；了解泰米尔语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、泰米尔语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50240,普什图语,,,,,"培养目标：培养具有扎实的普什图语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握普什图语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握普什图语的研究方法；了解普什图语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、普什图语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50241,世界语,,,,,"培养目标：培养具有扎实的世界语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握世界语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握世界语的研究方法；了解世界语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、世界语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50242,孟加拉语,,,,,"培养目标：培养具有扎实的孟加拉语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握孟加拉语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握孟加拉语的研究方法；了解孟加拉语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、孟加拉语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50243,尼泊尔语,,,,,"培养目标：培养具有扎实的尼泊尔语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握尼泊尔语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握尼泊尔语的研究方法；了解尼泊尔语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、尼泊尔语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50244,克罗地亚语,,,,,"培养目标：培养具有扎实的克罗地亚语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握克罗地亚语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握克罗地亚语的研究方法；了解克罗地亚语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、克罗地亚语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50245,荷兰语,,,,,"培养目标：培养具有扎实的荷兰语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握荷兰语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握荷兰语的研究方法；了解荷兰语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、荷兰语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50246,芬兰语,,,,,"培养目标：培养具有扎实的芬兰语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握芬兰语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握芬兰语的研究方法；了解芬兰语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、芬兰语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50247,乌克兰语,,,,,"培养目标：培养具有扎实的乌克兰语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握乌克兰语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握乌克兰语的研究方法；了解乌克兰语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、乌克兰语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50248,挪威语,,,,,"培养目标：培养具有扎实的挪威语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握挪威语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握挪威语的研究方法；了解挪威语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、挪威语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50249,丹麦语,,,,,"培养目标：培养具有扎实的丹麦语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握丹麦语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握丹麦语的研究方法；了解丹麦语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、丹麦语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50250,冰岛语,,,,,"培养目标：培养具有扎实的冰岛语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握冰岛语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握冰岛语的研究方法；了解冰岛语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、冰岛语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50251,爱尔兰语,,,,,"培养目标：培养具有扎实的爱尔兰语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握爱尔兰语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握爱尔兰语的研究方法；了解爱尔兰语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、爱尔兰语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50252,拉脱维亚语,,,,,"培养目标：培养具有扎实的拉脱维亚语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握拉脱维亚语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握拉脱维亚语的研究方法；了解拉脱维亚语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、拉脱维亚语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50253,立陶宛语,,,,,"培养目标：培养具有扎实的立陶宛语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握立陶宛语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握立陶宛语的研究方法；了解立陶宛语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、立陶宛语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50254,斯洛文尼亚语,,,,,"培养目标：培养具有扎实的斯洛文尼亚语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握斯洛文尼亚语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握斯洛文尼亚语的研究方法；了解斯洛文尼亚语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、斯洛文尼亚语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50255,爱沙尼亚语,,,,,"培养目标：培养具有扎实的爱沙尼亚语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握爱沙尼亚语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握爱沙尼亚语的研究方法；了解爱沙尼亚语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、爱沙尼亚语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50256,马耳他语,,,,,"培养目标：培养具有扎实的马耳他语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握马耳他语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握马耳他语的研究方法；了解马耳他语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、马耳他语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50257,哈萨克语,,,,,"培养目标：培养具有扎实的哈萨克语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握哈萨克语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握哈萨克语的研究方法；了解哈萨克语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、哈萨克语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50258,乌兹别克语,,,,,"培养目标：培养具有扎实的乌兹别克语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握乌兹别克语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握乌兹别克语的研究方法；了解乌兹别克语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、乌兹别克语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50259,祖鲁语,,,,,"培养目标：培养具有扎实的祖鲁语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握祖鲁语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握祖鲁语的研究方法；了解祖鲁语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、祖鲁语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50260,拉丁语,,,,,"培养目标：培养具有扎实的拉丁语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握拉丁语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握拉丁语的研究方法；了解拉丁语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、拉丁语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50261,翻译,,,,,"培养目标：培养具有扎实的翻译理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握翻译的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握翻译的研究方法；了解翻译的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、翻译专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50262,商务英语,,,,,"培养目标：培养具有扎实的商务英语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握商务英语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握商务英语的研究方法；了解商务英语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、商务英语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50263,阿姆哈拉语,T,,T,,"培养目标：培养具有扎实的阿姆哈拉语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握阿姆哈拉语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握阿姆哈拉语的研究方法；了解阿姆哈拉语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、阿姆哈拉语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50264,吉尔吉斯语,T,,T,,"培养目标：培养具有扎实的吉尔吉斯语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握吉尔吉斯语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握吉尔吉斯语的研究方法；了解吉尔吉斯语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、吉尔吉斯语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50265,索马里语,T,,T,,"培养目标：培养具有扎实的索马里语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握索马里语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握索马里语的研究方法；了解索马里语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、索马里语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50266,土库曼语,T,,T,,"培养目标：培养具有扎实的土库曼语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握土库曼语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握土库曼语的研究方法；了解土库曼语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、土库曼语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50267,加泰罗尼亚语,T,,T,,"培养目标：培养具有扎实的加泰罗尼亚语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握加泰罗尼亚语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握加泰罗尼亚语的研究方法；了解加泰罗尼亚语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、加泰罗尼亚语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
5,文学,502,外国语言文学类,50268,约鲁巴语,T,,T,,"培养目标：培养具有扎实的约鲁巴语理论基础和良好的文学素养，具备较强的文字表达和文学创作能力的高素质人才。

培养要求：掌握约鲁巴语的基本理论和基本知识；具备较强的文学鉴赏能力和文字表达能力；掌握约鲁巴语的研究方法；了解约鲁巴语的发展历史和现状。

核心课程：文学概论、中国文学史、外国文学史、约鲁巴语专业核心课程、写作理论与实践、文学批评等。

就业方向：新闻出版、文化传媒、教育机构、政府机关、企事业单位从事编辑、记者、教学、文秘、文化宣传等工作。"
