学科门类代码,学科门类,专业类代码,专业类,专业代码,专业名称,是否特设专业,是否国家控制布点专业,特殊标识,学位授予说明,专业介绍,标准专业介绍
8,工学,806,电气类,80602,智能电网信息工程,T,,T,,"培养目标：培养具备智能电网信息工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智能电网信息工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智能电网信息工程的基础理论和专业知识；具备智能电网信息工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智能电网信息工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握智能电网信息工程基本理论和基本知识，具备智能电网信息工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习智能电网信息工程的基本理论和基本知识，接受智能电网信息工程方面的基本训练，具有从事智能电网信息工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握智能电网信息工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电气类

四、核心课程
高等数学、大学物理、工程制图、智能电网信息工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,806,电气类,80603,光源与照明,T,,T,,"培养目标：培养具备光源与照明基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事光源与照明相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握光源与照明的基础理论和专业知识；具备光源与照明相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、光源与照明专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握光源与照明基本理论和基本知识，具备光源与照明专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习光源与照明的基本理论和基本知识，接受光源与照明方面的基本训练，具有从事光源与照明实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握光源与照明领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电气类

四、核心课程
高等数学、大学物理、工程制图、光源与照明基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,806,电气类,80604,电气工程与智能控制,T,,T,,"培养目标：培养具备电气工程与智能控制基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事电气工程与智能控制相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握电气工程与智能控制的基础理论和专业知识；具备电气工程与智能控制相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、电气工程与智能控制专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握电气工程与智能控制基本理论和基本知识，具备电气工程与智能控制专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习电气工程与智能控制的基本理论和基本知识，接受电气工程与智能控制方面的基本训练，具有从事电气工程与智能控制实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握电气工程与智能控制领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电气类

四、核心课程
高等数学、大学物理、工程制图、电气工程与智能控制基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,806,电气类,80605,电机电器智能化,T,,T,,"培养目标：培养具备电机电器智能化基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事电机电器智能化相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握电机电器智能化的基础理论和专业知识；具备电机电器智能化相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、电机电器智能化专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握电机电器智能化基本理论和基本知识，具备电机电器智能化专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习电机电器智能化的基本理论和基本知识，接受电机电器智能化方面的基本训练，具有从事电机电器智能化实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握电机电器智能化领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电气类

四、核心课程
高等数学、大学物理、工程制图、电机电器智能化基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,806,电气类,80606,电缆工程,T,,T,,"培养目标：培养具备电缆工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事电缆工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握电缆工程的基础理论和专业知识；具备电缆工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、电缆工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握电缆工程基本理论和基本知识，具备电缆工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习电缆工程的基本理论和基本知识，接受电缆工程方面的基本训练，具有从事电缆工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握电缆工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电气类

四、核心课程
高等数学、大学物理、工程制图、电缆工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,806,电气类,80607,能源互联网工程,T,,T,,"培养目标：培养具备能源互联网工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事能源互联网工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握能源互联网工程的基础理论和专业知识；具备能源互联网工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、能源互联网工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握能源互联网工程基本理论和基本知识，具备能源互联网工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习能源互联网工程的基本理论和基本知识，接受能源互联网工程方面的基本训练，具有从事能源互联网工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握能源互联网工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电气类

四、核心课程
高等数学、大学物理、工程制图、能源互联网工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,806,电气类,80608,智慧能源工程,T,K,TK,,"培养目标：培养具备智慧能源工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智慧能源工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智慧能源工程的基础理论和专业知识；具备智慧能源工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智慧能源工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握智慧能源工程基本理论和基本知识，具备智慧能源工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习智慧能源工程的基本理论和基本知识，接受智慧能源工程方面的基本训练，具有从事智慧能源工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握智慧能源工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电气类

四、核心课程
高等数学、大学物理、工程制图、智慧能源工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,806,电气类,80609,电动载运工程,T,,T,,"培养目标：培养具备电动载运工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事电动载运工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握电动载运工程的基础理论和专业知识；具备电动载运工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、电动载运工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握电动载运工程基本理论和基本知识，具备电动载运工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习电动载运工程的基本理论和基本知识，接受电动载运工程方面的基本训练，具有从事电动载运工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握电动载运工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电气类

四、核心课程
高等数学、大学物理、工程制图、电动载运工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,806,电气类,80610,大功率半导体科学与工程,T,K,TK,,"培养目标：培养具备大功率半导体科学与工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事大功率半导体科学与工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握大功率半导体科学与工程的基础理论和专业知识；具备大功率半导体科学与工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、大功率半导体科学与工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握大功率半导体科学与工程基本理论和基本知识，具备大功率半导体科学与工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习大功率半导体科学与工程的基本理论和基本知识，接受大功率半导体科学与工程方面的基本训练，具有从事大功率半导体科学与工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握大功率半导体科学与工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电气类

四、核心课程
高等数学、大学物理、工程制图、大功率半导体科学与工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,807,电子信息类,80701,电子信息工程,,,,,"培养目标：培养具备电子信息工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事电子信息工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握电子信息工程的基础理论和专业知识；具备电子信息工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、电子信息工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握电子信息工程基本理论和基本知识，具备电子信息工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习电子信息工程的基本理论和基本知识，接受电子信息工程方面的基本训练，具有从事电子信息工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握电子信息工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电子信息类

四、核心课程
高等数学、大学物理、工程制图、电子信息工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,807,电子信息类,80702,电子科学与技术,,,,,"培养目标：培养具备电子科学与技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事电子科学与技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握电子科学与技术的基础理论和专业知识；具备电子科学与技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、电子科学与技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握电子科学与技术基本理论和基本知识，具备电子科学与技术专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习电子科学与技术的基本理论和基本知识，接受电子科学与技术方面的基本训练，具有从事电子科学与技术实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握电子科学与技术领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电子信息类

四、核心课程
高等数学、大学物理、工程制图、电子科学与技术基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,807,电子信息类,80703,通信工程,,,,,"培养目标：培养具备通信工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事通信工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握通信工程的基础理论和专业知识；具备通信工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、通信工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握通信工程基本理论和基本知识，具备通信工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习通信工程的基本理论和基本知识，接受通信工程方面的基本训练，具有从事通信工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握通信工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电子信息类

四、核心课程
高等数学、大学物理、工程制图、通信工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,807,电子信息类,80704,微电子科学与工程,,,,,"培养目标：培养具备微电子科学与工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事微电子科学与工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握微电子科学与工程的基础理论和专业知识；具备微电子科学与工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、微电子科学与工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握微电子科学与工程基本理论和基本知识，具备微电子科学与工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习微电子科学与工程的基本理论和基本知识，接受微电子科学与工程方面的基本训练，具有从事微电子科学与工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握微电子科学与工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电子信息类

四、核心课程
高等数学、大学物理、工程制图、微电子科学与工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,807,电子信息类,80705,光电信息科学与工程,,,,,"培养目标：培养具备光电信息科学与工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事光电信息科学与工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握光电信息科学与工程的基础理论和专业知识；具备光电信息科学与工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、光电信息科学与工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握光电信息科学与工程基本理论和基本知识，具备光电信息科学与工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习光电信息科学与工程的基本理论和基本知识，接受光电信息科学与工程方面的基本训练，具有从事光电信息科学与工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握光电信息科学与工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电子信息类

四、核心课程
高等数学、大学物理、工程制图、光电信息科学与工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,807,电子信息类,80706,信息工程,,,,,"培养目标：培养具备信息工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事信息工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握信息工程的基础理论和专业知识；具备信息工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、信息工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握信息工程基本理论和基本知识，具备信息工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习信息工程的基本理论和基本知识，接受信息工程方面的基本训练，具有从事信息工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握信息工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电子信息类

四、核心课程
高等数学、大学物理、工程制图、信息工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
8,工学,807,电子信息类,80707,广播电视工程,T,,T,,"培养目标：培养具备广播电视工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事广播电视工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握广播电视工程的基础理论和专业知识；具备广播电视工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、广播电视工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。","一、培养目标
本专业旨在培养掌握广播电视工程基本理论和基本知识，具备广播电视工程专业技能和工程实践能力，具有创新精神和国际视野，能够在相关领域从事设计、制造、运行、管理等工作的高级工程技术人才。

二、培养要求
学生主要学习广播电视工程的基本理论和基本知识，接受广播电视工程方面的基本训练，具有从事广播电视工程实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 系统掌握广播电视工程领域的技术理论基础知识；
2. 具备本专业必需的制图、计算、测试、文献检索等基本技能；
3. 具有{major_name}专业领域工程设计和实践能力；
4. 具备较强的创新意识和团队合作精神；
5. 具有国际视野和跨文化交流能力；
6. 了解{major_name}专业的发展现状和趋势；

三、主干学科
电子信息类

四、核心课程
高等数学、大学物理、工程制图、广播电视工程基础、专业核心课程、工程实践、毕业设计等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
设计院、制造企业、科研院所、高新技术公司、政府部门等，从事产品设计、技术开发、生产制造、运行管理、技术服务等工作。"
